,company/brand,stage,amount,headquarter,what_it_does,year_collected,investor,sector,founded,founders
1842,Stellaris Venture Partners,,225000000.0,Bangalore,Early-stage tech VC in India.,2021,Undisclosed,Financial Services,2015.0,"Ritesh Banglani, Alok Goyal, Rahul Chowdhri"
1843,Grip Invest,Series A,3000000.0,Gurugram,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",2021,"Venture Highway, Endiya Partners",Financial Services,2020.0,"Nikhil Aggarwal, Vivek Gulati"
1844,Heads Up For Tails,Series A,37000000.0,New Delhi,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",2021,"Verlinvest, Sequoia Capital India",Healthcare & Life Sciences,2008.0,Rashi Sanon
1845,Blue Tokai Coffee Roasters,Pre-series B,2000000.0,New Delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",2021,Anicut Angel Fund,Consumer Goods,2012.0,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana"
1846,Neeman,Series A,2000000.0,Hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2021,Sixth Sense Ventures,Consumer Goods,2017.0,Taran Chhabra
1847,BharatPe,Series E,370000000.0,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,Tiger Global,IT & Technology,2018.0,"Ashneer Grover, Shashvat Nakrani"
1848,GoSats,Seed,700000.0,Bangalore,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,2021,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",IT & Technology,2020.0,"Mohammed Roshan, Roshni Aslam"
1849,StockGro,Pre-series A,5000000.0,Bangalore,Making Investment Social- India's First Social Trading Platform,2021,"Roots Ventures, Velo Partners",IT & Technology,2020.0,Ajay Lakhotia
1850,Onsurity,Series A,16000000.0,Bangalore,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",2021,Nexus Venture Partners,Healthcare & Life Sciences,2020.0,"Yogesh Agarwal, Kulin Shah"
1851,Khabri,Pre-series A,2000000.0,Gurugram,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2021,Undisclosed,Media & Entertainment,2017.0,"Pulkit Sharma, Aankit Roy, Sandeep Singh"
1852,Celcius,,500000.0,Mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,2021,"Mumbai Angels Network, Huddle, Lumis Partners",Transportation & Logistics,2020.0,Swarup Bose
1853,AyuRythm,Seed,3500000.0,Bangalore,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,2021,SucSEED Indovation Fund,Healthcare & Life Sciences,2017.0,Abhilesh Gupta
1854,Enguru,Pre-series A,3500000.0,Bangalore,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,2021,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni",Education,2014.0,"Arshan Vakil, Tahem Veer Verma, Udit Hinduja"
1855,Rocket Skills,Pre-seed,200000.0,Gurugram,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,2021,"Better Capital, First Cheque, Titan Capital",Education,2020.0,"Vibhu Bahuguna, Mohit Jain"
1856,RenewBuy,Series C,10000000.0,Gurugram,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",2021,Evolvence Capital,IT & Technology,2015.0,Balachander Sekhar
1857,Faarms,Seed,2000000.0,Bangalore,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2021,Undisclosed,Agriculture,2020.0,"Taranbir Singh, Alok Duggal"
1858,UrbanMatrix Technologies,,100000.0,Chennai,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,2021,SARA ELGI,Manufacturing,2019.0,"Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir"
1859,Jupiter,Series B,44000000.0,Mumbai,"A digital banking experience that keeps pace with you, and helps master money too.",2021,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",Financial Services,2019.0,Jitendra Gupta
1860,Pixuate,Seed,1000000.0,Bangalore,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",2021,SucSEED Indovation Fund,IT & Technology,2012.0,"Akshata Kari, Prathvi Palekar"
1861,Playo,Pre-series A,500000.0,Bangalore,Playo is a one stop destination app for all things sports,2021,ah! Ventures High Tables,Sports,2014.0,Daanish Suhail
1862,Toothsi,Series B,20000000.0,Mumbai,India’s first and largest at home smile makeover service using invisible aligners.,2021,"Eight Roads Ventures, Think Investments, Mankekar Family Office",Healthcare & Life Sciences,2018.0,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale"
1863,Soothe Healthcare,Series C,10000000.0,New Delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",2021,A91 Partners,Consumer Goods,2012.0,Sahil Dharia
1864,Goodmeetings,Series A,1700000.0,Bangalore,AI-Based Platform Built Exclusively for Remote Selling,2021,Chiratae Ventures,IT & Technology,2020.0,Srinivasan Narayan
1865,Apnaklub,Seed,3500000.0,Bangalore,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,2021,Sequoia’s Surge,Retail,2020.0,"Shruti, Manish Kumar"
1866,ChefKart,Pre-seed,300000.0,Gurugram,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",2021,"Lead Angels, Titan Capital, Pravega Ventures",Consumer Goods,2020.0,"Vaibhav Gupta, Arpit Gupta, Aman Gupta"
1867,Fashinza,Series A,20000000.0,Gurugram,A new-age supply chain and product development platform for the fashion industry.,2021,"Accel Partners, Elevation Capital",Consumer Goods,2020.0,"Pawan Gupta, Abhishek Sharma"
1868,Fabheads,Pre-series A,3500000.0,Chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,2021,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd",Manufacturing,2015.0,Dhinesh Kanagaraj
1869,QuickShift,Seed,770000.0,Pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",2021,"Anicut Angel Fund, Axilor Ventures",Transportation & Logistics,2016.0,Anshul Goenka
1870,StackBOX,,1200000.0,Bangalore,DISTRIBUTION SIMPLIFIED,2021,"Ecosystem Ventures, CMM group",Transportation & Logistics,2016.0,"Shanmukha Boora, Sabyasachi Bhattacharjee"
1871,MedPrime Technologies,Seed,3500000.0,Thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",2021,"Mumbai Angels Network, Social Alpha",Healthcare & Life Sciences,2014.0,"Samrat, Greeshma Unnikrishnan, Binil Jacob, Mahesh Kumar Rathor"
1872,infra.market,Series D,125000000.0,Thane,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,2021,Tiger Global,Manufacturing,2016.0,"Souvik Sengupta, Aaditya Sharda"
1873,CollegeDekho,Series B,35000000.0,Gurgaon,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",2021,"Disrupt ADQ, QIC",Education,2015.0,Ruchir Arora
1874,BOX8,,40000000.0,Mumbai,India's Largest Desi Meals Brand,2021,Tiger Global,Consumer Goods,2012.0,"Anshul Gupta, Amit Raj"
1875,Simpl,Series B,40000000.0,Bangalore,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",2021,"Valar Ventures, IA Ventures",Consumer Goods,2015.0,"Nitya, Chaitra Chidanand"
1876,8i Ventures,,50000000.0,Mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,2021,Undisclosed,Financial Services,2018.0,Vikram Chachra
1877,PayGlocal,Series A,4900000.0,Bangalore,PayGlocal is a FinTech solving for global payments acceptance,2021,Sequoia Capital India,Financial Services,2021.0,"Prachi Dharani, Rohit Sukhija, Yogesh Lokhande"
1878,Curefit,,145000000.0,Bangalore,Tata Digital-backed Curefit,2021,Zomato,Healthcare & Life Sciences,2016.0,"Mukesh Bansal, Ankit"
1879,Pocket FM,Series B,22000000.0,Bangalore,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",2021,"Lightspeed, Times Group, Tanglin Venture Partners",Media & Entertainment,2018.0,"Rohan, Nishanth Srinivas, Prateek Dixit"
1880,CHARGE+ZONE,,10000000.0,Vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,2021,Venture Catalysts,Manufacturing,2018.0,Kartikey Hariyani
1881,PlanetSpark,Series B,13000000.0,Gurugram,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,2021,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni",Education,2017.0,"Maneesh Dhooper, Kunal Malik"
1882,LenDenClub,Series A,10000000.0,Mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,2021,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",Financial Services,2015.0,"Bhavin Patel, Dipesh Karki"
1883,CometChat,Series A,10000000.0,Mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",2021,Signal Peak Ventures,IT & Technology,2009.0,"Anuj, Anant Garg"
1884,AgroStar,Series D,70000000.0,Pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",2021,"Evolvence, Hero Enterprise",Agriculture,2013.0,"Shardul, Sitanshu Sheth"
1885,Bizongo,Series D,100000000.0,Mumbai,Bizongo is India’s largest B2B platform for made-to-order products.,2021,Tiger Global,IT & Technology,2015.0,"Sachin Agrawal, Aniket Deb, Ankit Tomar"
1886,Probus Insurance,,6700000.0,Mumbai,Probus Insurance is a leading InsurTech platform in India.,2021,BlueOrchard Impact Investment Managers,Financial Services,2002.0,Rakesh goyal
1887,MoEngage,Series D,30000000.0,Bangalore,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,2021,Steadview Capital,IT & Technology,2014.0,"Raviteja Dodda, Yashwanth Kumar"
1888,CloudSEK,Series A,7000000.0,Bangalore,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,2021,MassMutual Ventures,IT & Technology,2015.0,Rahul Sasi
1889,Exponent Energy,Pre-series A,5000000.0,Bangalore,Simplifying energy for EVs by building a Flexible Energy Stack.,2021,YourNest VC,Manufacturing,2020.0,"Arun Vinayak, Sanjay Byalal"
1890,Trinkerr,Series A,6600000.0,Bangalore,Trinkerr is India's first social trading platform.,2021,Accel India,Financial Services,2021.0,"Manvendra Singh, Gaurav Agarwal"
1891,Zorro,Seed,32000000.0,Gurugram,Pseudonymous social network platform,2021,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",IT & Technology,2021.0,"Jasveer Singh, Abhishek Asthana, Deepak Kumar"
1892,Ultraviolette,Series C,150000000.0,Bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021,"TVS Motor, Zoho",Manufacturing,2021.0,"Subramaniam Narayan, Niraj Rajmohan"
1893,NephroPlus,Series E,24000000.0,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2021,IIFL Asset Management,Healthcare & Life Sciences,2009.0,Vikram Vuppala
1894,Unremot,Seed,700000.0,Bangalore,Unremot is a personal office for consultants!,2021,Inflection Point Ventures,IT & Technology,2020.0,Shiju Radhakrishnan
1895,FanAnywhere,Seed,3500000.0,Bangalore,Celebrity NFT platform,2021,"Oasis Capital, Scorpio VC, DeltaHub Capital",Financial Services,2021.0,"Varun Chaudhary, Amit Kumar"
1896,PingoLearn,,200000.0,Pune,PingoLearn offers language learning courses with snackable videos.,2021,"Titan Capital, Haresh Chawla, AngelList Syndicate",Education,2021.0,"Mohit Menghani, Shubham Maheshwari"
1897,Spry,Seed,1500000.0,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021,"9Unicorns, Ashneer Grover",Media & Entertainment,2021.0,"Gaurav Dagaonkar, Meghna Mittal"
1898,Enmovil,Pre-series A,1300000.0,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2021,Anicut Angel Fund,IT & Technology,2015.0,"Ravi Bulusu, Nanda Kishore, Venkat Moganty"
1899,ASQI Advisors,Pre-series A,1000000.0,Mumbai,Bringing Blockchain technology intro mainstream finance!,2021,Founders Room Capital,Financial Services,2019.0,Swapnil Pawar
1900,Insurance Samadhan,Pre-series A,725000.0,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2021,"9Unicorns, ZNL",Financial Services,2018.0,Deepak Bhuvenshwari Uniyal
1901,Evenflow Brands,,500000.0,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,2021,Undisclosed,Consumer Goods,2020.0,"Utsav Agarwal, Pulkit Chhabra"
1902,MasterChow,Seed,461000.0,Hauz Khas,A ready-to-cook Asian cuisine brand,2021,WEH Ventures,Consumer Goods,2020.0,"Vidur Kataria, Sidhanth Madan"
1903,Fullife Healthcare,Series C,22000000.0,Mumbai,Primary Business is Development and Manufacture of sports nutrition and supplements,2021,Morgan Stanley Private Equity Asia,Healthcare & Life Sciences,2009.0,Varun Khanna
1904,MoEVing,Seed,5000000.0,Gurugram,"Vikash Mishra, Mragank Jain",2021,"Anshuman Maheshwary, Dr Srihari Raju Kalidindi",Manufacturing,2021.0,"Anshuman Maheshwary, Dr Srihari Raju Kalidindi"
1905,Pristyn Care,Series E,96000000.0,Gurugram,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,2021,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal",Healthcare & Life Sciences,2018.0,"Harsimarbir (Harsh) Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney"
1906,Plix,Series A,5000000.0,Mumbai,Plant-based nutraceutical firm,2021,"Guild Capital, RPSG Capital Ventures",Healthcare & Life Sciences,2018.0,"Rishubh Satiya, Akash Zaveri"
1907,Uni Cards,Series A,70000000.0,Bangalore,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.",2021,"General Catalyst, Eight Roads Ventures, Elevation Capital",Financial Services,2020.0,"Nitin Gupta, Prateek Jindal, Laxmikant Vyas"
1908,Practically,,5000000.0,Hyderabad,An experiential learning app for grades 6th to 12th.,2021,"NB Ventures, Earlsfield Capital",Education,2018.0,"Subbarao Siddabattula, Charu Noheria, Ilangovel Thulasimani"
1909,Nestasia,Series A,4000000.0,Kolkata,"Artisanal, Handmade, bio conscious crafts from South East Asia.",2021,"Varun Alagh, Sahil Barua",Retail,2018.0,"Aditi Murarka Agrawal, Anurag Agrawal"
1910,Vedic Cosmeceuticals,Series A,32000000.0,Noida,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,2021,Sixth Sense Ventures,Consumer Goods,2002.0,Mohit Goel
1911,Juspay,Series C,60000000.0,Bangalore,Enable frictionless payments for the billion Indians.,2021,SoftBank Vision Fund 2,IT & Technology,2012.0,"Vimal Kumar, Ramanathan RV"
