,company/brand,stage,amount,headquarter,what_it_does,year_collected,investor,sector,founded,founders
1715,CredFlow,Seed,2000000.0,New Delhi,CredFlow provides financial solutions to automate your cashflows.,2021,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",IT & Technology,2020.0,Kunal Aggarwal
1716,Do Your Thng,,1500000.0,Gurugram,World's first shared economy platform for digital assets.,2021,"Angelbay Holdings, Faad Network",Business Services,2018.0,Ankit Agarwal
1717,Oye Rickshaw,,3000000.0,Gurugram,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,2021,"Alteria Capital, Chiratae Ventures",Transportation & Logistics,2017.0,"Akash Deep, Mohit Sharma"
1718,Legitquest,,600000.0,New Delhi,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,2021,"WaterBridge Ventures, Info Edge",Business Services,2017.0,"Himanshu Puri, Karan Kalia, Rohit Shukla"
1719,Swiggy,,800000000.0,Bangalore,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,2021,"Carmignac, Falcon Edge Capital",Food & Beverages,2014.0,"Nandan Reddy, Rahul Jaimini, Sriharsha Majety"
1720,AntWak,Seed,3500000.0,Bangalore,AntWak provides a video platform for e-learning service.,2021,"Vaibhav Domkundwar, Kunal Shah",Education,2019.0,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman"
1721,PlayShifu,Series B,17000000.0,Bangalore,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,2021,"Chiratae Ventures, Bharat Innovation Fund",Education,2016.0,"Dinesh Advani, Vivek Goyal"
1722,Pitstop,Pre-series B,3500000.0,Bangalore,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,2021,"Acko Technology, Services, LetsVenture",Manufacturing,2015.0,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak"
1723,Lendingkart,Debt,15000000.0,Gujarat,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,2021,"Bertelsmann India Investments, Fullerton Financial Holdings",IT & Technology,1999.0,"Harshvardhan Lunia, Mukul Sachan"
1724,CRED,Series D,215000000.0,Bangalore,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,2021,"Dragoneer Investment Group, Tiger Global Management",IT & Technology,2018.0,Kunal Shah
1725,Karnival,Seed,2500000.0,Bangalore,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2021,http://100x.vc/,IT & Technology,2015.0,Neeraj Tyagi
1726,PharmEasy,Series E,350000000.0,Mumbai,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",2021,"TPG Growth, Caisse de Depot et Placement du Quebec",Healthcare & Life Sciences,2015.0,"Dharmil Sheth, Dhaval Shah, Mikhil Innani"
1727,WESS,Seed,2000000.0,Mumbai,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,2021,Centrum Financial Services,Energy,1989.0,Hitesh Doshi
1728,ShopSe,,5500000.0,Mumbai,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,2021,"Chiratae Ventures, BEENEXT",IT & Technology,2020.0,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai"
1729,Fantasy Akhada,,600000.0,Gurugram,Fantasy Akhada offers fantasy sports platform for cricket and football.,2021,Harsha Bhogle,Sports,2020.0,Amit Purohit
1730,Rage Coffee,Pre-series A,3500000.0,New Delhi,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,2021,"GetVantage, Prakash Katama",Consumer Goods,2018.0,Bharat Sethi
1731,Groww,Series D,83000000.0,Bangalore,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,2021,"Tiger Global Management, Y Combinator Continuity Fund",IT & Technology,2017.0,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh"
1732,Avanti Finance,Series A,26000000.0,Bangalore,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,2021,Michael & Susan Dell Foundation,IT & Technology,2016.0,"Ratan Tata, Nandan Nilekani"
1733,Kudos,Pre-series A,3500000.0,Pune,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",2021,Marquee fintech founders,IT & Technology,2014.0,Naresh Vigh
1734,OfBusiness,,110000000.0,Gurugram,OfBusiness is a financing platform that offers smart financing to SMEs.,2021,"Falcon Edge India, Norwest Venture Partners",IT & Technology,2015.0,"Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar"
1735,Superpro.ai,Seed,3000000.0,Bangalore,Enabling independent professionals to bring offline consulting online with AI,2021,"SOSV, Omphalos Ventures India",Media & Entertainment,2019.0,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar"
1736,ShareChat,,500000000.0,Bangalore,ShareChat is a social networking and regional content platform.,2021,"Twitter Ventures, Pawan Munjal",Media & Entertainment,2015.0,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan"
1737,WiT-ACE,Seed,1000000.0,Gurugram,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2021,CitiusTech,Education,2020.0,Anuranjita Kumar
1738,Spinny,Series C,65000000.0,Gurugram,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,2021,"Arena Holdings, Think Investments",Retail,2015.0,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur"
1739,Alteria Capital,Debt,150000000000.0,Mumbai,Alteria Capital is a Venture debt firm .,2021,Undisclosed,IT & Technology,2018.0,Vinod Murali
1740,Safexpay,,6000000.0,Thane,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,2021,"T Choithrams BVI, Ardor",IT & Technology,2017.0,Ravi Gupta
1741,PumPumPum,Pre-series A,700000.0,Gurugram,Pumpumpum is a car rental company.,2021,"Kogta Financial India Limited, ICICI Bank",Real Estate,2018.0,"Tarun Lawadia, Sameer Kalra"
1742,Speciale Invest,,10000000.0,Bangalore,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,2021,Undisclosed,IT & Technology,2017.0,"Vishesh Rajaram, Arjun Rao"
1743,Eunimart,Pre-series A,700000.0,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2021,"SucSEED Venture Partners, TMT Connekt",Retail,2016.0,"Saikat Roy, Shayak Mazumder"
1744,Meesho,,300000000.0,Bangalore,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,2021,"SAIF Partners, Venture Highway",Retail,2015.0,"Sanjeev Barnwal, Vidit Aatrey"
1745,CareerLabs,,2200000.0,Bangalore,"Aim to help students become future-ready, setting them on a path to success that suits them best.",2021,Global Founders Capital,Education,2019.0,"PN Santosh, Prasanna Alagesan, Krithika Srinivasan"
1746,Uable,Pre-series A,35000000.0,Bangalore,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,2021,"JAFCO Asia, Chiratae Ventures",Education,2020.0,Saurabh Saxena
1747,Zoko,Seed,140000000.0,Bangalore,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",2021,Y Combinator,IT & Technology,2016.0,"Arjun Paul, Aromal Sivadasan"
1748,GetWork,Seed,200000.0,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2021,Artha Venture Fund,Business Services,2019.0,Rahul Veerwal
1749,Easebuzz,Series A,4000000.0,Pune,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,2021,"Jitendra Gupta, Amrish Rau",Retail,2015.0,Rohit Prasad
1750,Chingari,,13000000.0,Bangalore,Chingari operates as a short video platform.,2021,"FJ Labs, Brian Norgard",Media & Entertainment,2018.0,Sumit Ghosh
1751,DusMinute,Pre-series A,1100000.0,Bangalore,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,2021,Indian Angel Network,Retail,2017.0,Apoorva Mishra
1752,Onsurity,,3500000.0,Bangalore,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,2021,"Jitendra Gupta, Harsh Shah",Healthcare & Life Sciences,2020.0,"Kulin Shah, Yogesh Agarwal"
1753,Karbon Card,,3500000.0,Bangalore,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,2021,Y Combinator,IT & Technology,2019.0,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha"
1754,Factors.AI,,2000000.0,Bangalore,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",2021,"Elevation Partners, Emergent Ventures",IT & Technology,2020.0,"Aravind Murthy, Praveen Das, Srikrishna Swaminathan"
1755,Elevar,,2000000.0,Mumbai,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",2021,"Kalaari Capital, Dream Capital",Sports,2017.0,"Kunal Joshi, Pranav Marwah"
1756,Studio Sirah,,800000.0,Bangalore,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,2021,Lumikai,Media & Entertainment,2020.0,"Abhaas Shah, Prateek Shah"
1757,OTO Capital,,6000000.0,Mumbai,The Future Of Vehicle Ownership!,2021,Matrix Partners India,IT & Technology,2018.0,"Harsh Saruparia, Sumit Chhazed"
1758,1Bridge,,2500000.0,Bangalore,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",2021,C4D Partners,Consumer Goods,2016.0,"Madan Padaki, Anil Kumar, M Chakrawarty"
1759,Skeps,,9500000.0,Gurugram,"A blockchain products company, developing a proprietary product in the FinTech space",2021,Bertelsmann India,IT & Technology,2018.0,"Mayank Tewari, Tushar Srivastava"
1760,Curefoods,,13000000.0,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,2021,"Iron Pillar, Nordstar, Binny Bansal",Consumer Goods,2020.0,Ankit Nagori
1761,TartanSense,,5000000.0,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,"FMC, Omnivore, Blume Ventures",IT & Technology,2015.0,Jaisimha Rao
1762,Bewakoof,,8000000.0,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",2021,InvestCorp,Consumer Goods,2012.0,Prabhkiran Singh
1763,Kirana247,,1000000.0,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,Undisclosed,Transportation & Logistics,2018.0,"Tarun Jiwarajka, Pankhuri Jiwarajka"
1764,FanPlay,Undisclosed,1200000.0,Undisclosed,A real money game app specializing in trivia games,2021,Upsparks,Media & Entertainment,2020.0,YC W21
1765,NeoDocs,,3500000.0,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,"Y Combinator, 9Unicorns, Titan Capital",Healthcare & Life Sciences,2020.0,"Nikunj Malpani, Anurag Meena, Pratik Lodha"
1766,IsGoingOnline,,200000.0,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,"Unicorn India Ventures, SEA Fund, Devdatt Shah",Retail,2015.0,Eobin Alex
1767,Camp K12,,12000000.0,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,"Matrix Partners India, Elevation Capital",Education,2010.0,Anshul Bhagi
1768,Elda Health,,1500000.0,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,"Avaana Capital, Orios Ventures",Healthcare & Life Sciences,2020.0,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma"
1769,Sporjo,,2000000.0,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021,Punit Balan,Sports,2020.0,G Srinivvasan
1770,Advantage Club,,1700000.0,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",2021,"Y Combinator, Broom Ventures, Kunal Shah",Business Services,2014.0,"Sourabh Deorah, Smiti Bhatt Deorah"
1771,SuperGaming,,5500000.0,Pune,"At SuperGaming, building India's best gaming company.",2021,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",Media & Entertainment,2017.0,"Roby John, Sanket Nadhani, Navneet Waraich"
1772,Ruptok,,1000000.0,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,Eclear Leasing,IT & Technology,2020.0,Ankur Gupta
1773,TartanSense,Series A,5000000.0,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,"FMC, Omnivore, Blume Ventures",IT & Technology,2015.0,Jaisimha Rao
1774,Kirana247,Pre-series A,1000000.0,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,Undisclosed,Transportation & Logistics,2018.0,"Tarun Jiwarajka, Pankhuri Jiwarajka"
1775,NeoDocs,Pre-seed,3500000.0,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,"Y Combinator, 9Unicorns, Titan Capital",Healthcare & Life Sciences,2020.0,"Nikunj Malpani, Anurag Meena, Pratik Lodha"
1776,IsGoingOnline,Pre-series A,200000.0,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,"Unicorn India Ventures, SEA Fund, Devdatt Shah",Retail,2015.0,Eobin Alex
1777,Camp K12,Series A,12000000.0,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,"Matrix Partners India, Elevation Capital",Education,2010.0,Anshul Bhagi
1778,Elda Health,Seed,1500000.0,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,"Avaana Capital, Orios Ventures",Healthcare & Life Sciences,2020.0,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma"
1779,Sporjo,Pre-series A,2000000.0,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021,Punit Balan,Sports,2020.0,G Srinivvasan
1780,SuperGaming,Series A,5500000.0,Pune,"At SuperGaming, building India's best gaming company.",2021,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",Media & Entertainment,2017.0,"Roby John, Sanket Nadhani, Navneet Waraich"
1781,O’ Be Cocktails,,400000.0,Bangalore,India’s first and only Ready to Drink Premium Cocktails.,2021,"First Cheque, Letsventure",Consumer Goods,2019.0,Nitesh Prakash
1782,Zetwerk,Series E,150000000.0,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,2021,Undisclosed,Manufacturing,2018.0,"Srinath Ramakkrushnan, Amrit Acharya"
1783,AppsForBharat,Seed,4000000.0,Bangalore,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",2021,"Sequoia Capital India, BEENEXT",Others,2020.0,Prashant Sachan
1784,Imagimake,,3500000.0,Mumbai,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",2021,Velocity,Consumer Goods,2011.0,"Disha Katharani, Ravi Jalan"
1785,Khatabook,Series C,100000000.0,Bangalore,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,2021,"Tribe Capital, Moore Strategic Ventures (MSV)",Financial Services,2018.0,"Ravish Naresh, Ashish Sonone"
1786,Smytten,Series A,6000000.0,Gurugram,India's largest premium discovery and trial platform!,2021,Fireside Ventures,Consumer Goods,2015.0,"Swagat Sarangi, Siddhartha Nangia."
1787,Syook,Series A,1000000.0,Bangalore,Syook is building the next generation enterprise IOT platform.,2021,"Inflection Point Ventures, ONGC",Manufacturing,2016.0,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan"
1788,Akudo,Pre-seed,3500000.0,Bangalore,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,2021,"Y Combinator, Incubate Fund India",IT & Technology,2020.0,"Lavika Aggarwal, Sajal Khanna, Jagveer Gandhi"
1789,NOTO,Pre-series A,500000.0,Mumbai,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",2021,"Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",Consumer Goods,2019.0,"Varun Sheth, Ashni Sheth"
1790,Lumiq,Seed,2000000.0,Noida,Help enterprises monetize their data and reinvent the digital transformation journey.,2021,Info Edge Ventures,IT & Technology,2013.0,Shoaib Mohammad
1791,CommerceUp,Seed,3500000.0,Gurugram,Grow and manage ecommerce business from single dashboard,2021,NB Ventures,IT & Technology,2018.0,Piyush Pathak
1792,Breathe Well-being,Series A,5500000.0,Gurugram,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",2021,Accel,Healthcare & Life Sciences,2015.0,"Rohan Verma, Aditya Kaicker"
1793,Hike,,3500000.0,New Delhi,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,2021,"Binny Bansal, Kunal Shah",IT & Technology,2012.0,Kavin Bharti Mittal
1794,House of Kieraya,,15000000.0,Bangalore,"House of Kieraya, well-known for furniture and lifestyle rental brand ?Furlenco",2021,TradeCred,Consumer Goods,2013.0,Ajith Mohan Karimpana
1795,goEgoNetwork,,2000000.0,Pune,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",2021,Undisclosed,Manufacturing,2019.0,"Dheeman Kadam, Sayantan Chakraborti"
1796,Probus,Bridge,500000.0,New Delhi,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",2021,Unicorn India Ventures,IT & Technology,2017.0,"Anand Singh, Ankit Vaish, Sunny Kumar Jadoon"
1797,DrinkPrime,,1000000.0,Bangalore,India's Smartest Water Purifiers and are redefining water purifier ownership.,2021,"UC Inclusive Credit, Western Capital",Consumer Goods,2016.0,Anil Kejriwal
1798,Smart Express,Seed,10000000.0,Mumbai,India’s Most Innovative and Awarded Express Logistics Company.,2021,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",Transportation & Logistics,2021.0,Yogesh Dhingra
1799,Smallcase,Series C,40000000.0,Bangalore,Smallcase is a new way to invest in the stock markets.,2021,Faering Capital,IT & Technology,2015.0,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta"
1800,SATYA MicroCapital,,10000000.0,New Delhi,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,2021,"responsAbility Investments, Blue Orchard",Financial Services,2017.0,Vivek Tiwari
1801,Snack Amor,,3500000.0,Mumbai,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",2021,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",Consumer Goods,2014.0,Deepak Grover
1802,Postman,Series D,225000000.0,Bangalore,Postman is the collaboration platform for API development.,2021,"CRV, Nexus Venture Partners",IT & Technology,2014.0,"Abhinav Asthana, Abhijit Kane, Ankit Sobti"
1803,Hashnode,Series A,6700000.0,Bangalore,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,2021,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",IT & Technology,2016.0,"Syed Fazle Rahman, Sandeep Panda"
1804,RACEnergy,Seed+,1300000.0,Hyderabad,RACEnergy is working to power the future of mobility through clean and efficient technologies.,2021,"Micelio Fund, growX ventures",Manufacturing,2018.0,Arun Sreyas Reddy
1805,BharatPe,Debt,20000000.0,New Delhi,The vision to make financial inclusion a reality for Indian merchants.,2021,"IIFL Wealth, Asset Management, Northern Arc Capital",IT & Technology,2018.0,"Ashneer Grover, Shashvat Nakrani"
1806,Gyde,Seed,250000.0,Pune,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",2021,"Better Capital, Ashish Achrekar",IT & Technology,2019.0,"Prasanna Vaidya, Shubham Deshmukh"
1807,BatteryPool,Seed,3500000.0,Pune,Building the Operating System for managing Electric Vehicles in fleets.,2021,IAN,Manufacturing,2018.0,Ashwin Shankar
1808,AgNext,Series A,21000000.0,Chandigarh,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",2021,Alpha Wave Incubation,Agriculture,2016.0,Taranjeet Singh Bhamra
1809,Xpresslane,Pre-seed,400000.0,Bangalore,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",2021,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",IT & Technology,2019.0,Ashwin Koorakula
1810,LoanKuber,Pre-series A,1200000.0,New Delhi,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,2021,Undisclosed,Financial Services,2016.0,Saurabh Nagpal
1811,OYO,Series F2,5000000.0,Gurugram,OYO is a global travel tech company that connects its patrons and guests.,2021,Microsoft,Travel & Tourism,2013.0,Ritesh Agarwal
1812,Rapido,,52000000.0,Bangalore,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,2021,"Shell Ventures, Yamaha, Kunal Shah",IT & Technology,2015.0,"Aravind Sanka, Pavan Guntupalli, SR Rishikesh"
1813,YPay,,400000.0,Noida,YPay Card is the new way to manage money.,2021,We Founder Circle,IT & Technology,2017.0,Dr Navneet Gupta
1814,SleepyCat,,3800000.0,Mumbai,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,2021,"Saama Capital, DSG Consumer Partners, Sharrp Ventures",Consumer Goods,2017.0,Kabir Siddiq
1815,Ultrahuman,,17500000.0,Bangalore,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,2021,Tiger Global’s Scott Schleifer,Healthcare & Life Sciences,2020.0,"Mohit Kumar, Vatsal Singhal"
1816,UpScalio,,42000000.0,Gurugram,"UpScalio is India’s next generation, data-driven consumer goods company.",2021,Undisclosed,Retail,2021.0,Gautam Kshatriya
1817,Yellow Class,,6000000.0,Gurugram,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",2021,Elevation Capital,Education,2020.0,"Anshul Gupta, Arpit Mittal"
1818,Yojak,,3800000.0,Gurugram,India’s first B2B online marketplace for building material.,2021,Info Edge Ventures,Retail,2019.0,Anuj Jain
1819,CreatorStack,,2000000.0,Bangalore,Helping creators globally to engage deeply with their fans and communities,2021,Accel,IT & Technology,2019.0,"Ankit Acharya, Kevin William David"
1820,Expertrons,,2300000.0,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2021,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",Education,2019.0,"Jatin Solank, Vivek Gupta"
1821,Rage Coffee,,5000000.0,New Delhi,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",2021,Sixth Sense Ventures,Consumer Goods,2018.0,Bharat Sethi
1822,Klub,,20000000.0,Bangalore,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,2021,"9Unicorns, Sequoia Capital India’s Surge",Financial Services,2019.0,"Anurakt Jain, Ishita Verma"
1823,Navia Life Care,,1000000.0,New Delhi,Navia Life Care is a health technlogy company with a special focus on patient care.,2021,"Anicut Angel Fund, 9 Unicorns",Healthcare & Life Sciences,2016.0,"Nupur Khandelwal, Kunal Kishore Dhawan, Gaurav Gupta"
1824,1K Kirana Bazaar,,7000000.0,Gurugram,India's First and Largest Network of Small-Town Kirana Stores,2021,"Info Edge, FalconEdge",Retail,2018.0,"Abhishek Halder, Anilesh Yadav, Kumar Sangeetesh"
1825,Zupee,,30000000.0,Gurugram,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",2021,"WestCap Group, Tomales Bay Capital",Media & Entertainment,2018.0,"Dilsher Singh, Siddhant Saurabh"
1826,Locale.ai,,1000000.0,Bangalore,Location Analytics for Companies With Moving Assets and Ground Operations.,2021,"Chiratae Ventures, Better Capital",IT & Technology,2019.0,"Rishabh Jain, Aditi Sinha"
1827,VerSe Innovation,,450000000.0,Bangalore,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",2021,"Siguler Guff, Baillie Gifford",Media & Entertainment,2018.0,Umang Bedi
1828,MetroRide,,3500000.0,Bangalore,"Urban Mobility Affordable, Punctual & Sustainable.",2021,Undisclosed,Transportation & Logistics,2020.0,"Girish Nagpal, Kaaman Agarwal"
1829,Miko,,28000000.0,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2021,"IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",Consumer Goods,2015.0,"Sneh R Vaswani, Prashant V Iyengar, Chintan S Raikar"
1830,Whiz League,,300000.0,New Delhi,Revolutionizing learning experience that goes beyond academia,2021,ITI Growth Opportunities,Education,2020.0,"Natasha Jain, Sonia Agarwal Bajaj"
1831,Hash,,3500000.0,New Delhi,Hash is a new startup in consumer goods.,2021,Amrac Investment Trust,Consumer Goods,2020.0,Shwetank Jain
1832,Unacademy,,3500000.0,Bangalore,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,2021,Bhavin Turakhia,Education,2015.0,"Gaurav Munjal, Hemesh Singh, Roman Saini"
1833,Log 9 Materials,Series A+,8500000.0,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,2021,Amara Raja Batteries,IT & Technology,2014.0,"Akshay Singhal, Kartik Hajela"
1834,upGrad,,25000000.0,Mumbai,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",2021,India Infoline Finance,Education,2015.0,"Phalgun Kompalli, Ronnie Screwvala, Mayank Kumar"
1835,FlashPrep,Pre-seed,500000.0,Bangalore,FlashPrep is the smart way to master learning.,2021,Venture Highway,Education,2020.0,"Dhiresh Nagwani, Ashwini Dhekane"
1836,Kenko Health,Pre-series A,1700000.0,Mumbai,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",2021,"BEENEXT, Orios",Financial Services,2019.0,"Aniruddha Sen, Dhiraj Goel"
1837,Wiz Freight,Seed,3500000.0,Chennai,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",2021,Axilor,Transportation & Logistics,2020.0,"Ramkumar Govindarajan, Ramkumar Ramachandran"
1838,Credgenics,Series A,25000000.0,New Delhi,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,2021,"Westbridge Capital, Tanglin Venture Partners",Financial Services,2018.0,"Rishabh Goel, Mayank Khera, Anand Agrawal"
1839,BlueLearn,Pre-seed,400000.0,Goa,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",2021,"100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",Education,2020.0,"Harish Uthayakumar, Shreyans Sancheti"
1840,NimbleBox.ai,Seed,1000000.0,Chennai,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,2021,Venture Catalysts,IT & Technology,2018.0,"Anshuman Pandey, Rohan Pooniwala"
1841,Pickrr,Series B,12000000.0,Gurugram,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,2021,"IIFL, Amicus Capital, Ananta Capital",Transportation & Logistics,2015.0,"Rhitiman Majumdar, Gaurav Mangla, Ankit Kaushik"
